ResponseId	Resp_age	Relationship_lenght_month	Cohabitation_lenght_month	Long_term_relationship_yes_no	Grew_up_with_biol_and_nonbiol_yes_no	Grew_up_with_only_one_nonbiol	Biol_in_one_household_after_divorce_yes_no	Biol_in_one_household_after_divorce_yes_no_lenth	Resp_occupation	Resp_sexual_orientation	Grew_up_from_biol	Grew_up_till_biol	Biol_residence	Biol_education	Biol_religion	Biol_policy	Biol_wealth	Biol_profession	Biol_height	Biol_weight	Biol_attractiveness	Biol_masculinity	Biol_eye_colour	Biol_eye_colour_dark_light	Biol_hair_colour	Biol_hair_colour_natural_yes_no	Biol_hair_colour_natural	Biol_facial_masculinity	Biol_beard	Biol_muscularity	Biol_BMI	Biol_relative_height	Biol_body_hair	Biol_Extraversion	Biol_Agreebleness	Biol_Conscientiousness	Biol_Emotional_stability	Biol_Oppeness	Biol_IPIP	Biol_EMBU_rejection	Biol_EMBU_emotional_warmth	Biol_EMBU_overprotection	Nonbiol_EMBU_rejection	Nonbiol_EMBU_emotional_warmth	Nonbiol_EMBU_overprotection	Biol_relationship_quality	Mother_relationship_quality	Part_residence	Part_education	Part_religion	Part_policy	Part_wealth	Part_occupation	Part_profession	Part_height	Part_weight	Part_attractiveness	Part_masculinity	Part_eye_colour	Part_eye_colour_dark_light	Part_hair_colour	Part_hair_colour_natural_yes_no	Part_hair_colour_natural	Part_facial_masculinity	Part_beard	Part_muscularity	Part_BMI	Part_relative_height	Part_body_hair	Part_Extraversion	Part_Agreebleness	Part_Conscientiousness	Part_Emotional_stability	Part_Oppeness	Part_IPIP		Remember_biol_yes_no	Grew_up_from_biol	Grew_up_till_biol	Meeting_biol_after_divorce	Remember_nonbiol_yes_no	Grew_up_from_nonbiol	Grew_up_till_nonbiol	Who_is_considered_as_father_biol_nonbiol	Nonbiol_residence	Nonbiol_education	Nonbiol_religion	Nonbiol_policy	Nonbiol_wealth	Nonbiol_profession	Nonbiol_height	Nonbiol_weight	Nonbiol_attractiveness	Nonbiol_masculinity	Nonbiol_eye_colour	Nonbiol_eye_colour_dark_light	Nonbiol_hair_colour	Nonbiol_hair_colour_natural_yes_no	Nonbiol_hair_colour_natural	Nonbiol_facial_masculinity	Nonbiol_beard	Nonbiol_muscularity	Nonbiol_BMI	Nonbiol_relative_height	Nonbiol_body_hair	Nonbiol_Extraversion	Nonbiol_Agreebleness	Nonbiol_Conscientiousness	Nonbiol_Emotional_stability	Nonbiol_Oppeness	Nonbiol_IPIP	Mother_relationship_quality	Biol_relationship_quality_before_divorce	Biol_relationship_quality_after_divorce	Nonbiol_relationship_quality
R_9SMDMNfyYJoEbyJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_d4mISFaCIWLWlNz	28	56	42	1	NA	NA	NA	NA	3	1	2	19	4	6	5	9	3	5	170	90	3	6	2	1	1	1	NA	3	3	6	5	6	4	8	6	11	5	6	39	10	9	29	NA	NA	NA	18	17	1	7	5	5	1	2	3	176	70	7	3	4	2	1	1	NA	3	2	5	4	5	2	11	11	13	9	10	42		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bqHRcfn96eBGT8F	24	48	46	1	1	1	2	NA	2	2	NA	NA	5	3	4	9	3	5	170	90	5	3	4	1	2	1	NA	3	1	3	4	5	1	5	11	11	4	4	28	9	7	14	14	11	26	NA	NA	1	3	5	8	3	2	5	185	100	3	5	3	2	3	1	NA	4	4	5	4	3	5	9	4	7	13	5	32		1	0	3	4	1	4	19	2	4	3	4	9	3	5	180	95	6	3	4	2	3	1	NA	3	1	2	1	4	1	9	9	14	10	5	28	20	3	6	18
R_8kLzJq5dms0T9hH	24	121	0	1	1	1	2	NA	1	1	NA	NA	6	3	7	9	3	5	170	73	6	5	2	2	3	1	NA	2	1	4	2	4	2	12	5	3	5	5	60	10	9	10	9	21	15	NA	NA	8	7	5	6	2	2	3	196	95	5	6	2	1	2	1	NA	2	2	5	3	1	2	12	9	11	11	5	41		1	0	2	7	1	3	24	2	6	3	1	6	3	1	168	71	4	5	4	2	8	2	3	3	4	3	4	5	3	11	9	12	10	8	49	21	6	5	19
R_9EL6lPUI0bTAyvX	36	36	2	1	1	1	2	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	7	12	10	18	23	NA	NA	1	4	1	3	1	2	3	188	90	7	5	2	1	1	1	NA	1	1	5	3	2	3	13	12	8	13	13	52		2	NA	NA	8	1	5	20	4	1	3	5	6	3	5	178	90	5	4	4	2	3	1	NA	4	1	3	4	6	2	13	9	8	5	7	36	19	5	NA	18
R_bdfrdLKIAbRljrn	35	60	54	1	NA	NA	NA	NA	4	2	0	21	4	2	5	6	4	5	179	120	5	5	4	2	1	1	NA	4	3	5	6	3	3	10	7	14	7	11	64	17	9	29	NA	NA	NA	8	13	4	7	5	5	2	3	3	179	105	5	6	2	1	1	1	NA	2	2	6	6	2	3	9	7	6	3	11	40		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8B3EcaUQicHnXlX	30	NA	NA	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_7UjbDdEwlrErfed	22	NA	NA	2	NA	NA	NA	NA	3	2	0	22	6	7	5	3	2	2	180	76	4	5	2	1	1	1	NA	3	4	4	3	4	5	7	9	9	8	5	34	9	15	15	NA	NA	NA	17	20	5	3	1	9	2	2	2	185	87	6	6	2	1	2	1	NA	4	1	3	4	3	1	8	11	13	8	9	40		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3lyrjzMiywMAN0h	33	188	152	1	1	1	1	13	2	2	NA	NA	5	2	5	8	3	5	175	75	5	4	5	2	3	1	NA	2	1	3	2	4	1	7	7	9	8	10	53	10	10	14	15	11	17	NA	NA	1	4	1	8	2	2	4	178	85	6	5	2	1	2	1	NA	1	3	5	3	5	4	11	11	7	13	12	32		1	0	12	4	1	15	19	1	2	3	1	5	3	5	178	80	5	3	5	1	7	1	NA	1	4	4	5	3	3	9	5	9	7	7	72	10	11	14	11
R_6omRZpsuMHoQpGB	53	356	356	1	NA	NA	NA	NA	2	2	0	23	2	6	1	5	2	2	173	80	5	4	4	2	2	1	NA	2	1	5	4	4	4	13	11	12	11	8	62	11	14	21	NA	NA	NA	16	15	2	3	5	5	3	2	5	171	90	5	6	3	2	7	1	NA	3	2	6	4	5	5	7	12	12	13	8	20		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9YxThuBXenEBK05	28	36	29	1	NA	NA	NA	NA	4	2	0	18	2	7	1	6	2	3	180	80	3	4	4	2	3	1	NA	3	2	4	4	5	4	12	7	12	11	8	70	17	11	31	NA	NA	NA	11	17	1	7	4	5	1	2	3	179	85	3	5	3	2	3	1	NA	3	4	3	5	4	5	7	4	14	6	7	47		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_7Ptrww3kOULmlBH	25	57	32	1	NA	NA	NA	NA	3	1	1	19	4	7	5	6	2	4	188	100	5	6	3	2	3	1	NA	3	4	6	3	2	5	10	12	7	14	10	63	11	14	20	NA	NA	NA	10	11	2	7	6	3	4	4	1	185	83	7	5	2	1	2	1	NA	3	3	3	4	4	1	11	9	4	8	13	37		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5onjKOa67PdKhOl	24	NA	NA	2	NA	NA	NA	NA	3	1	0	18	6	3	5	5	3	2	176	75	5	5	4	2	2	1	NA	2	2	5	2	2	4	13	10	11	11	13	40	8	22	14	NA	NA	NA	17	18	3	3	1	9	3	3	6	171	60	4	3	2	1	2	1	NA	1	4	3	2	4	5	12	10	6	10	11	32		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cUUSgvysnvyVF1r	28	18	0	1	NA	NA	NA	NA	2	2	0	19	2	7	5	6	2	5	181	82	4	3	5	2	2	1	NA	5	4	4	5	3	4	9	6	5	4	4	59	10	13	23	NA	NA	NA	6	8	2	1	3	3	4	2	5	183	100	7	7	4	2	8	1	NA	3	2	6	4	5	4	8	9	13	6	14	35		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5dnu8bBiDJIgKgZ	24	82	11	1	NA	NA	NA	NA	1	3	0	18	3	7	1	6	3	3	184	80	6	5	4	2	3	1	NA	3	1	5	2	4	1	14	6	14	12	8	68	13	12	19	NA	NA	NA	13	18	2	4	1	6	3	2	5	185	85	7	6	2	1	1	1	NA	3	2	4	3	3	2	11	14	7	14	11	49		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_b2upFYA6reMxHHD	31	5	0	1	NA	NA	NA	NA	NA	2	0	31	1	7	1	5	3	1	183	92	7	5	4	2	6	1	NA	4	1	4	4	3	2	8	14	14	6	8	23	7	18	17	NA	NA	NA	20	20	1	3	5	9	3	2	6	200	100	7	6	2	1	3	1	NA	3	2	4	3	2	4	11	13	13	10	8	41		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6h4H9j3xpHs6axv	28	30	16	1	NA	NA	NA	NA	1	1	0	24	1	2	5	6	3	3	196	105	5	6	NA	2	1	1	NA	3	4	5	5	2	2	9	14	4	8	9	33	8	15	12	NA	NA	NA	9	10	1	3	5	8	4	2	5	180	75	6	5	4	NA	3	1	NA	4	2	5	2	5	2	7	14	2	10	11	26		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9YahzNbZssgohUx	21	11	0	1	NA	NA	NA	NA	1	2	0	21	1	3	5	9	3	4	188	86	2	5	3	2	7	1	NA	3	3	5	3	1	5	11	3	9	11	6	68	23	9	21	NA	NA	NA	10	19	8	3	5	6	3	3	5	186	104	6	6	2	1	3	1	NA	2	2	7	3	1	3	14	11	12	12	7	43		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_ctOUeeeL9NjBgSV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3VsiOwrE44mvAUJ	26	108	0	1	1	1	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	19	17	NA	NA	6	3	1	6	2	2	5	185	103	5	6	4	2	3	1	NA	3	1	5	3	4	2	9	9	11	13	5	64		2	NA	NA	8	1	4	11	4	1	7	5	9	2	3	175	88	3	5	4	1	7	1	NA	3	3	3	4	4	4	10	9	12	8	6	51	21	3	3	16
R_6fp7ODgZXuGTuyp	30	94	65	1	NA	NA	NA	NA	4	2	0	24	1	7	5	6	4	4	167	70	6	6	5	1	1	1	NA	2	4	5	3	6	1	11	4	12	8	13	51	14	7	14	NA	NA	NA	5	21	1	3	5	4	5	2	4	187	90	5	6	2	1	1	1	NA	2	3	6	4	2	2	13	11	6	5	9	48		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8GKBW0yDtrftdrf	20	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9ABovJJlHYJPWq9	23	26	0	1	NA	NA	NA	NA	3	2	0	20	5	7	1	5	2	3	185	85	6	5	2	1	2	1	NA	3	3	5	4	3	2	13	8	8	8	7	61	13	13	13	NA	NA	NA	9	16	5	3	4	6	2	3	4	177	70	7	3	4	1	6	1	NA	2	1	4	2	5	1	13	14	11	13	13	35		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3EMKIOpisw75w1L	23	NA	NA	2	NA	NA	NA	NA	3	2	0	23	4	3	7	3	4	5	178	88	5	6	4	2	1	1	NA	3	4	5	4	3	3	9	8	8	11	8	28	12	10	9	NA	NA	NA	12	18	1	3	5	8	2	3	6	180	80	5	4	4	2	6	1	NA	4	1	6	3	3	1	13	9	3	14	11	55		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_7aiESE0XKayaqhv	23	NA	NA	2	NA	NA	NA	NA	3	2	0	19	3	2	5	8	3	5	178	85	3	4	2	1	2	1	NA	2	1	5	5	4	3	4	12	8	11	5	27	11	11	20	NA	NA	NA	9	13	1	3	5	9	3	3	4	172	78	5	6	4	1	2	1	NA	2	2	5	3	4	2	11	10	13	12	10	35		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6eU0cqynXWetCf3	32	86	73	1	NA	NA	NA	NA	NA	2	0	27	5	7	1	6	3	5	182	88	6	5	2	NA	1	1	NA	2	1	4	2	2	1	13	10	14	11	12	42	10	14	21	NA	NA	NA	NA	14	4	7	5	3	3	NA	5	188	106	6	6	4	2	6	1	NA	2	1	6	6	1	5	13	13	14	14	12	42		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_07GmtCJ0MKkuJox	23	9	8	1	NA	NA	NA	NA	2	1	0	14	8	2	1	9	3	1	175	63	2	3	4	2	2	1	NA	3	1	1	1	3	1	9	3	9	7	7	69	22	11	17	NA	NA	NA	9	13	6	3	6	8	2	2	6	175	70	7	5	2	1	2	1	NA	2	1	6	2	3	2	11	14	13	13	13	35		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5uxej68QdibEpCJ	26	9	0	1	NA	NA	NA	NA	3	3	0	26	1	7	5	6	2	4	172	63	4	3	2	1	3	1	NA	4	1	1	1	4	2	4	3	14	7	8	63	16	8	10	NA	NA	NA	6	20	7	7	7	6	2	2	1	171	65	4	6	2	2	3	1	NA	3	2	2	2	5	3	11	6	9	12	13	44		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cTPFLkMsGLdAeb3	23	69	8	1	NA	NA	NA	NA	1	2	0	23	5	3	7	9	3	5	175	77	5	5	3	1	1	1	NA	3	1	4	1	3	3	10	4	9	10	9	45	21	6	12	NA	NA	NA	7	7	3	6	4	9	3	1	4	173	63	6	5	2	1	2	1	NA	2	2	4	1	4	1	10	9	11	11	9	40		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bvVIBF4b4uzA69v	33	13	12	1	NA	NA	NA	NA	2	1	0	18	1	2	5	5	5	1	185	90	6	6	4	2	1	1	NA	2	1	5	3	2	1	14	6	6	9	14	38	13	11	16	NA	NA	NA	7	20	1	7	5	6	2	2	3	190	90	6	7	4	2	3	1	NA	2	1	5	3	5	1	12	9	10	5	13	69		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bwun3BYTzz3pNFX	22	30	0	1	NA	NA	NA	NA	1	1	0	19	5	7	5	5	2	4	170	75	3	4	3	1	2	1	NA	2	4	3	5	4	5	2	14	10	14	2	23	7	21	10	NA	NA	NA	19	21	1	3	5	5	3	1	4	190	85	6	5	4	2	3	1	NA	1	1	6	3	2	1	7	14	12	14	8	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_dp74kNMXudJmrKB	28	40	13	1	NA	NA	NA	NA	2	2	0	18	7	2	1	2	3	5	175	85	4	5	4	2	6	1	NA	3	1	4	5	4	3	12	10	5	8	9	28	8	11	14	NA	NA	NA	6	17	2	3	1	5	2	2	3	179	78	6	4	2	1	3	1	NA	3	2	5	2	2	3	12	9	12	7	13	61		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_aaUCA2vfY26X0Tr	23	25	24	1	NA	NA	NA	NA	2	1	0	19	3	2	5	6	3	5	180	78	7	6	3	1	1	1	NA	1	3	6	3	4	5	6	8	14	11	9	64	17	18	27	NA	NA	NA	12	17	3	1	5	8	3	2	5	180	70	6	6	3	1	1	1	NA	1	1	4	2	4	4	12	12	5	13	8	36		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bvFHBvxTR5o266p	27	101	13	1	NA	NA	NA	NA	3	1	0	26	5	3	5	4	3	5	186	75	5	5	4	1	1	1	NA	2	4	3	2	2	4	8	13	12	8	12	41	8	20	10	NA	NA	NA	16	19	7	3	5	6	3	2	5	187	88	6	5	4	2	3	1	NA	2	3	4	3	2	3	10	9	10	8	12	31		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6mVdTsP4eUd7vYp	26	15	7	1	NA	NA	NA	NA	3	1	0	23	3	7	1	5	1	5	170	85	5	6	4	2	2	1	NA	2	1	5	4	3	3	11	10	12	12	9	45	8	23	20	NA	NA	NA	19	20	3	2	4	6	3	2	3	178	80	6	6	4	2	2	1	NA	2	1	6	3	2	2	12	11	11	12	9	48		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9yHDk4OM1xP0GKp	27	96	84	1	NA	NA	NA	NA	4	1	0	18	6	2	1	6	1	5	175	72	6	6	3	1	3	1	NA	4	3	4	3	4	1	13	11	14	10	10	42	9	22	14	NA	NA	NA	16	16	4	1	1	6	1	2	6	188	87	7	6	2	1	2	1	NA	2	3	5	2	1	3	14	13	12	10	14	52		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3wPWAXOlyvkaY4Z	40	170	168	1	NA	NA	NA	NA	2	4	0	18	1	4	7	3	3	4	177	70	5	6	2	1	3	1	NA	2	1	4	2	4	4	11	11	4	5	10	57	13	14	17	NA	NA	NA	NA	14	1	2	7	3	3	2	4	175	97	5	5	2	2	3	1	NA	4	4	5	5	2	4	8	5	14	6	10	41		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3EKcwOMuHcBdP9j	28	3	0	1	NA	NA	NA	NA	2	2	0	25	1	3	4	9	3	5	180	80	6	6	2	1	3	1	NA	2	1	4	3	3	5	12	9	14	11	12	40	9	16	16	NA	NA	NA	17	19	1	7	7	9	2	2	3	173	70	5	5	2	1	2	1	NA	3	2	4	3	5	3	12	12	12	14	10	51		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_01gpKXD3l9if5sh	26	NA	NA	2	NA	NA	NA	NA	2	1	0	18	8	2	5	3	3	5	185	120	4	6	4	2	3	1	NA	2	1	5	5	2	1	9	7	11	12	5	51	10	12	15	NA	NA	NA	18	20	2	4	5	9	3	2	5	175	90	6	6	4	2	6	1	NA	1	3	5	3	4	4	8	11	13	8	6	47		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4INXEXN3JdFJ0wJ	33	72	65	1	NA	NA	NA	NA	4	2	0	15	5	3	5	5	3	5	185	100	4	3	5	2	3	1	NA	3	1	4	5	4	5	13	7	6	8	8	59	9	15	15	NA	NA	NA	11	21	5	7	4	6	2	2	4	175	90	6	6	2	1	2	1	NA	2	2	6	4	4	2	8	12	9	11	10	53		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2ajrXCqXDisiFi5	23	72	0	1	NA	NA	NA	NA	3	2	0	15	5	2	5	9	3	5	185	80	5	6	4	2	2	1	NA	2	1	5	3	2	2	10	6	13	12	8	40	9	13	15	NA	NA	NA	13	19	1	7	5	9	2	2	3	183	73	4	5	5	2	2	1	NA	2	3	3	2	5	1	12	9	10	5	11	33		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_eM3FEGATB9y72DP	23	60	36	1	NA	NA	NA	NA	2	1	0	22	2	8	1	9	2	2	184	100	3	6	2	1	8	1	NA	3	4	4	6	2	3	9	5	13	6	7	52	15	11	11	NA	NA	NA	7	17	2	7	5	9	1	2	3	181	95	6	5	2	1	2	1	NA	3	2	6	4	2	2	9	12	9	13	8	36		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
